VEC-00001 | 0.0100 | -0.1518 | 0.0100 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04229 | -0.1115 | -0.2003 | -0.1115 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04230 | -0.3363 | -0.0962 | -0.0962 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04231 | -0.7453 | 0.3627 | 0.3627 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04232 | 0.1208 | 0.0934 | 0.1208 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04233 | -0.0608 | -0.1838 | -0.0608 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04234 | -0.1814 | -0.3238 | -0.1814 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04235 | 0.3866 | -0.4058 | 0.3866 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04236 | -0.0898 | -0.5416 | -0.0898 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04237 | 0.2739 | -0.0801 | 0.2739 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04238 | 0.0748 | 0.1820 | 0.1820 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04239 | 0.3001 | 0.2007 | 0.3001 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04240 | 0.0923 | 0.0626 | 0.0923 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04241 | -0.0547 | 0.5469 | 0.5469 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04242 | 0.5534 | -0.5810 | 0.5534 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04243 | -0.0345 | 0.2553 | 0.2553 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04244 | -0.6127 | -0.0014 | -0.0014 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04245 | -0.0496 | 0.0433 | 0.0433 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04246 | 0.0820 | 0.0180 | 0.0820 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04247 | -0.2050 | 0.1155 | 0.1155 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04248 | -0.1231 | -0.1317 | -0.1231 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04249 | -0.3713 | 0.3569 | 0.3569 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04250 | 0.6014 | 0.1329 | 0.6014 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04251 | -0.2771 | 0.8002 | 0.8002 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04252 | 0.1425 | -0.1414 | 0.1425 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04253 | 0.5138 | -0.1675 | 0.5138 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04254 | 0.0492 | -0.2030 | 0.0492 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04255 | -0.8114 | 0.1391 | 0.1391 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04256 | 0.7315 | -0.0516 | 0.7315 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04257 | 0.0012 | 0.5237 | 0.5237 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04258 | -0.6809 | 0.7281 | 0.7281 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04259 | -0.2437 | 0.5926 | 0.5926 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04260 | -0.0007 | 0.0167 | 0.0167 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04261 | -0.1149 | 0.4977 | 0.4977 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04262 | 0.1301 | -0.0008 | 0.1301 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04263 | 0.5578 | 0.0830 | 0.5578 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04264 | -0.1072 | 0.4448 | 0.4448 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04265 | 0.4508 | -0.3978 | 0.4508 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04266 | -0.2171 | 0.3535 | 0.3535 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04267 | -0.4962 | 0.3147 | 0.3147 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04268 | -0.4448 | -0.3131 | -0.3131 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04269 | 0.0303 | 0.3496 | 0.3496 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04270 | 0.0965 | -0.5399 | 0.0965 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04271 | 0.0803 | -0.2224 | 0.0803 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04272 | -0.1834 | -0.4117 | -0.1834 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04273 | -0.5898 | 0.2440 | 0.2440 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04274 | -0.0512 | 0.4024 | 0.4024 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04275 | -0.5071 | 0.2011 | 0.2011 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04276 | 0.4429 | 0.0668 | 0.4429 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04277 | 0.1230 | -0.0596 | 0.1230 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04278 | -0.2840 | 0.3271 | 0.3271 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04279 | -0.1194 | 0.3358 | 0.3358 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04280 | -0.2298 | -0.3356 | -0.2298 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04281 | 0.0604 | -0.1800 | 0.0604 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04282 | 0.0404 | -0.1579 | 0.0404 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04283 | -0.6161 | 0.2185 | 0.2185 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04284 | -0.0443 | -0.4120 | -0.0443 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04285 | 0.4005 | -0.4997 | 0.4005 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04286 | -0.2214 | 0.3259 | 0.3259 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04287 | 0.5348 | -0.1741 | 0.5348 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04288 | 0.6002 | -0.6860 | 0.6002 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04289 | -0.2730 | -0.2936 | -0.2730 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04290 | -0.5148 | 0.1455 | 0.1455 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04291 | -0.2393 | 0.5669 | 0.5669 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04292 | 0.3022 | -0.1957 | 0.3022 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04293 | -0.4591 | 0.4331 | 0.4331 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04294 | -0.1586 | -0.1451 | -0.1451 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04295 | 0.0341 | 0.1056 | 0.1056 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04296 | -0.2376 | -0.1437 | -0.1437 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04297 | 0.1746 | -0.5464 | 0.1746 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04298 | -0.3943 | 0.1048 | 0.1048 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04299 | -0.2093 | 0.0104 | 0.0104 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04300 | 0.1028 | -0.2977 | 0.1028 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04301 | -0.5310 | -0.0885 | -0.0885 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04302 | -0.7241 | 0.4281 | 0.4281 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04303 | -0.2571 | 0.0572 | 0.0572 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04304 | 0.1232 | -0.4118 | 0.1232 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04305 | -0.0827 | 0.2204 | 0.2204 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04306 | -0.1463 | 0.6333 | 0.6333 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04307 | 0.1080 | -0.3715 | 0.1080 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04308 | -0.0917 | 0.0934 | 0.0934 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04309 | 0.0926 | 0.4337 | 0.4337 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04310 | 0.1306 | -0.3367 | 0.1306 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04311 | -0.3800 | 0.3519 | 0.3519 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04312 | -0.4137 | 0.4012 | 0.4012 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04313 | 0.0487 | -0.1013 | 0.0487 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04314 | 0.5965 | -0.1680 | 0.5965 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04315 | -0.1486 | 0.6305 | 0.6305 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04316 | 0.4233 | 0.0075 | 0.4233 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04317 | -0.2519 | -0.0208 | -0.0208 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04318 | -0.3442 | 0.5129 | 0.5129 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04319 | 0.0209 | -0.1351 | 0.0209 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04320 | 0.1527 | -0.2215 | 0.1527 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04321 | 0.3353 | -0.0601 | 0.3353 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04322 | 0.6848 | -0.1995 | 0.6848 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04323 | 0.2607 | -0.2725 | 0.2607 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04324 | -0.5825 | -0.1798 | -0.1798 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04325 | 0.5744 | -0.0274 | 0.5744 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04326 | -0.3533 | -0.0408 | -0.0408 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04327 | 0.5201 | -0.0028 | 0.5201 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04328 | -0.1817 | 0.7014 | 0.7014 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04329 | -0.2617 | -0.3526 | -0.2617 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04330 | 0.3076 | -0.1746 | 0.3076 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04331 | 0.5600 | -0.0475 | 0.5600 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04332 | -0.2836 | 0.0315 | 0.0315 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04333 | 0.0962 | -0.0272 | 0.0962 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04334 | -0.2786 | 0.0038 | 0.0038 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04335 | -0.3393 | 0.2045 | 0.2045 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04336 | -0.2031 | -0.3160 | -0.2031 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04337 | -0.5655 | 0.2770 | 0.2770 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04338 | -0.4778 | 0.7345 | 0.7345 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04339 | -0.0625 | -0.1445 | -0.0625 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04340 | 0.1587 | -0.5970 | 0.1587 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04341 | 0.2317 | -0.3579 | 0.2317 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04342 | -0.0044 | 0.1610 | 0.1610 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04343 | -0.5156 | 0.2998 | 0.2998 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04344 | 0.8179 | -0.5185 | 0.8179 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04345 | 0.2839 | 0.0144 | 0.2839 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04346 | -0.2209 | -0.5622 | -0.2209 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04347 | 0.1367 | -0.6307 | 0.1367 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04348 | -0.2845 | 0.1234 | 0.1234 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04349 | 0.2778 | -0.6345 | 0.2778 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04350 | -0.3484 | 0.2107 | 0.2107 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04351 | 0.3678 | -0.1561 | 0.3678 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04352 | -0.1606 | 0.2161 | 0.2161 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04353 | -0.0873 | 0.0721 | 0.0721 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04354 | 0.3916 | 0.2630 | 0.3916 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04355 | 0.3343 | -0.2229 | 0.3343 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04356 | 0.2062 | 0.0467 | 0.2062 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04357 | -0.1283 | -0.4333 | -0.1283 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04358 | 0.6245 | -0.2907 | 0.6245 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04359 | -0.5425 | -0.1075 | -0.1075 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04360 | -0.0150 | -0.1105 | -0.0150 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04361 | 0.4837 | 0.3396 | 0.4837 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04362 | -0.1296 | 0.1568 | 0.1568 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04363 | 0.6300 | -0.0372 | 0.6300 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04364 | 0.1020 | -0.0804 | 0.1020 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04365 | 0.8139 | -0.3908 | 0.8139 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04366 | -0.0873 | -0.1884 | -0.0873 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04367 | -0.0678 | 0.6690 | 0.6690 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04368 | 0.5979 | -0.0958 | 0.5979 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04369 | 0.1763 | -0.5663 | 0.1763 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04370 | -0.1146 | -0.0196 | -0.0196 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04371 | 0.2236 | 0.4080 | 0.4080 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04372 | 0.4432 | 0.1599 | 0.4432 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04373 | -0.3241 | 0.3448 | 0.3448 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04374 | -0.2922 | -0.3239 | -0.2922 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04375 | -0.1652 | 0.3121 | 0.3121 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04376 | 0.1734 | 0.0055 | 0.1734 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04377 | 0.5797 | -0.6499 | 0.5797 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04378 | -0.3315 | 0.0312 | 0.0312 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04379 | 0.3221 | -0.1752 | 0.3221 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04380 | -0.0602 | -0.2719 | -0.0602 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04381 | -0.2816 | 0.1698 | 0.1698 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04382 | -0.3545 | 0.3132 | 0.3132 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04383 | -0.6521 | 0.7782 | 0.7782 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04384 | 0.1693 | 0.0100 | 0.1693 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04385 | -0.2676 | -0.1415 | -0.1415 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04386 | -0.5592 | 0.8090 | 0.8090 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04387 | 0.7092 | -0.3621 | 0.7092 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04388 | 0.1602 | -0.6312 | 0.1602 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04389 | 0.3024 | -0.0824 | 0.3024 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04390 | 0.0735 | -0.5227 | 0.0735 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04391 | 0.0411 | 0.2532 | 0.2532 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04392 | 0.0480 | 0.1556 | 0.1556 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04393 | -0.1854 | -0.2191 | -0.1854 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04394 | -0.3401 | 0.6854 | 0.6854 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04395 | 0.4583 | -0.1896 | 0.4583 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04396 | 0.5709 | -0.1997 | 0.5709 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04397 | 0.1037 | -0.6389 | 0.1037 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04398 | 0.3975 | -0.3321 | 0.3975 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04399 | -0.1930 | 0.1842 | 0.1842 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04400 | -0.1931 | -0.1438 | -0.1438 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04401 | -0.0789 | -0.0606 | -0.0606 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04402 | -0.1958 | -0.1040 | -0.1040 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04403 | 0.3296 | 0.4748 | 0.4748 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04404 | -0.1159 | 0.5471 | 0.5471 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04405 | 0.2207 | -0.6966 | 0.2207 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04406 | -0.1401 | 0.0560 | 0.0560 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04407 | -0.1069 | -0.2921 | -0.1069 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-04408 | 0.3071 | -0.4388 | 0.3071 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-04409 | -0.2413 | 0.5468 | 0.5468 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-04410 | -0.1444 | 0.0094 | 0.0094 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
